Time,P,Q,,,
1/5/2020 0:00,472,53.5,,,
1/5/2020 0:05,222,46.6,,,
1/5/2020 0:10,233,48.3,,,
1/5/2020 0:15,225,55.6,,,
1/5/2020 0:20,288,50.5,,,
1/5/2020 0:25,287,50.4,,,
1/5/2020 0:30,254,51,,,
1/5/2020 0:35,495,59.3,,,
1/5/2020 0:40,294,53.2,,,
1/5/2020 0:45,291,52.9,,,
1/5/2020 0:50,308,51.7,,,
1/5/2020 0:55,460,55.2,,,
1/5/2020 1:00,364,53.7,,,
1/5/2020 1:05,256,50.8,,,
1/5/2020 1:10,226,52.4,,,
1/5/2020 1:15,221,53.5,,,
1/5/2020 1:20,255,51.4,,,
1/5/2020 1:25,219,50.6,,,
1/5/2020 1:30,219,53.2,,,
1/5/2020 1:35,251,56,,,
1/5/2020 1:40,260,56.3,,,
1/5/2020 1:45,250,57,,,
1/5/2020 1:50,460,53.7,,,
1/5/2020 1:55,248,48.8,,,
1/5/2020 2:00,205,57.6,,,
1/5/2020 2:05,493,64,,,
1/5/2020 2:10,230,48.8,,,
1/5/2020 2:15,381,52.3,,,
1/5/2020 2:20,280,57.8,,,
1/5/2020 2:25,230,56.4,,,
1/5/2020 2:30,230,51.2,,,
1/5/2020 2:35,214,50.4,,,
1/5/2020 2:40,254,53.1,,,
1/5/2020 2:45,251,59.8,,,
1/5/2020 2:50,288,50.6,,,
1/5/2020 2:55,368,52.5,,,
1/5/2020 3:00,213,56.5,,,
1/5/2020 3:05,218,53.4,,,
1/5/2020 3:10,527,63.5,,,
1/5/2020 3:15,226,55.7,,,
1/5/2020 3:20,249,50.2,,,
1/5/2020 3:25,491,64.4,,,
1/5/2020 3:30,219,57,,,
1/5/2020 3:35,257,64,,,
1/5/2020 3:40,364,65.9,,,
1/5/2020 3:45,278,59.2,,,
1/5/2020 3:50,457,65.9,,,
1/5/2020 3:55,218,52.7,,,
1/5/2020 4:00,368,58.4,,,
1/5/2020 4:05,260,54.8,,,
1/5/2020 4:10,328,56.1,,,
1/5/2020 4:15,348,58.9,,,
1/5/2020 4:20,357,56.8,,,
1/5/2020 4:25,357,56.3,,,
1/5/2020 4:30,279,55.9,,,
1/5/2020 4:35,318,81.1,,,
1/5/2020 4:40,360,64.6,,,
1/5/2020 4:45,299,60.4,,,
1/5/2020 4:50,339,76.7,,,
1/5/2020 4:55,336,61.8,,,
1/5/2020 5:00,337,86.4,,,
1/5/2020 5:05,318,70.3,,,
1/5/2020 5:10,318,62.9,,,
1/5/2020 5:15,349,76.5,,,
1/5/2020 5:20,288,63.3,,,
1/5/2020 5:25,330,78.7,,,
1/5/2020 5:30,325,60.8,,,
1/5/2020 5:35,306,50.2,,,
1/5/2020 5:40,336,56.4,,,
1/5/2020 5:45,301,50.7,,,
1/5/2020 5:50,329,51.4,,,
1/5/2020 5:55,295,51,,,
1/5/2020 6:00,316,57.8,,,
1/5/2020 6:05,291,48.3,,,
1/5/2020 6:10,313,48.1,,,
1/5/2020 6:15,336,48.5,,,
1/5/2020 6:20,326,49.6,,,
1/5/2020 6:25,334,58.1,,,
1/5/2020 6:30,320,49.7,,,
1/5/2020 6:35,328,50.8,,,
1/5/2020 6:40,344,50.4,,,
1/5/2020 6:45,305,54.6,,,
1/5/2020 6:50,307,49.7,,,
1/5/2020 6:55,354,49.5,,,
1/5/2020 7:00,350,49.4,,,
1/5/2020 7:05,411,51.8,,,
1/5/2020 7:10,368,50.1,,,
1/5/2020 7:15,338,54.7,,,
1/5/2020 7:20,382,54.7,,,
1/5/2020 7:25,392,52.3,,,
1/5/2020 7:30,383,59.9,,,
1/5/2020 7:35,297,55.3,,,
1/5/2020 7:40,315,45,,,
1/5/2020 7:45,287,41.2,,,
1/5/2020 7:50,278,44.6,,,
1/5/2020 7:55,267,43,,,
1/5/2020 8:00,238,42.6,,,
1/5/2020 8:05,221,41.6,,,
1/5/2020 8:10,207,44.9,,,
1/5/2020 8:15,189,43.8,,,
1/5/2020 8:20,125,42.2,,,
1/5/2020 8:25,140,49,,,
1/5/2020 8:30,93.4,42.5,,,
1/5/2020 8:35,12.5,57.6,,,
1/5/2020 8:40,11.1,42.2,,,
1/5/2020 8:45,-17,42.5,,,
1/5/2020 8:50,-37,48.2,,,
1/5/2020 8:55,-76,47.5,,,
1/5/2020 9:00,-29,48.2,,,
1/5/2020 9:05,-124,49.8,,,
1/5/2020 9:10,-104,53.5,,,
1/5/2020 9:15,-138,55.2,,,
1/5/2020 9:20,-191,50.3,,,
1/5/2020 9:25,-218,50.3,,,
1/5/2020 9:30,-141,50.5,,,
1/5/2020 9:35,-211,51.8,,,
1/5/2020 9:40,-179,49.5,,,
1/5/2020 9:45,-208,50.5,,,
1/5/2020 9:50,-170,50.8,,,
1/5/2020 9:55,-142,51.8,,,
1/5/2020 10:00,-153,48.7,,,
1/5/2020 10:05,-169,55.2,,,
1/5/2020 10:10,-227,49.6,,,
1/5/2020 10:15,-150,48.1,,,
1/5/2020 10:20,-84,51.1,,,
1/5/2020 10:25,-181,52.6,,,
1/5/2020 10:30,13.2,43.2,,,
1/5/2020 10:35,-20,47.5,,,
1/5/2020 10:40,-6.9,41.1,,,
1/5/2020 10:45,-37,53.7,,,
1/5/2020 10:50,17.7,40.6,,,
1/5/2020 10:55,-16,49.7,,,
1/5/2020 11:00,-75,48.7,,,
1/5/2020 11:05,-52,41.9,,,
1/5/2020 11:10,119,38.7,,,
1/5/2020 11:15,38.3,51.5,,,
1/5/2020 11:20,25.5,48.3,,,
1/5/2020 11:25,-189,47.7,,,
1/5/2020 11:30,-309,53.4,,,
1/5/2020 11:35,-241,48.4,,,
1/5/2020 11:40,-156,44.9,,,
1/5/2020 11:45,-161,45.1,,,
1/5/2020 11:50,-268,47.9,,,
1/5/2020 11:55,-275,45.5,,,
1/5/2020 12:00,-202,45.2,,,
1/5/2020 12:05,-256,43.6,,,
1/5/2020 12:10,-144,52.7,,,
1/5/2020 12:15,-174,45.8,,,
1/5/2020 12:20,-199,47.6,,,
1/5/2020 12:25,-214,50.1,,,
1/5/2020 12:30,-227,50.4,,,
1/5/2020 12:35,-200,48.6,,,
1/5/2020 12:40,-247,51.1,,,
1/5/2020 12:45,-381,47.7,,,
1/5/2020 12:50,-264,46.3,,,
1/5/2020 12:55,-249,55.1,,,
1/5/2020 13:00,-297,48,,,
1/5/2020 13:05,-281,48.5,,,
1/5/2020 13:10,-168,49.6,,,
1/5/2020 13:15,-162,48.4,,,
1/5/2020 13:20,-199,45.6,,,
1/5/2020 13:25,-396,60.5,,,
1/5/2020 13:30,-147,50.8,,,
1/5/2020 13:35,-13,40.5,,,
1/5/2020 13:40,-54,41.1,,,
1/5/2020 13:45,-324,49.3,,,
1/5/2020 13:50,-320,53,,,
1/5/2020 13:55,12.2,43.7,,,
1/5/2020 14:00,-156,47.1,,,
1/5/2020 14:05,-300,49.2,,,
1/5/2020 14:10,-340,52.5,,,
1/5/2020 14:15,-365,49.6,,,
1/5/2020 14:20,-364,57.3,,,
1/5/2020 14:25,-209,44.9,,,
1/5/2020 14:30,-263,54.6,,,
1/5/2020 14:35,-231,43.5,,,
1/5/2020 14:40,-338,51.2,,,
1/5/2020 14:45,-355,47.1,,,
1/5/2020 14:50,-300,46,,,
1/5/2020 14:55,-281,47.8,,,
1/5/2020 15:00,-279,47.7,,,
1/5/2020 15:05,-279,49.9,,,
1/5/2020 15:10,-166,45.8,,,
1/5/2020 15:15,-174,44.8,,,
1/5/2020 15:20,-141,42.1,,,
1/5/2020 15:25,-166,41.7,,,
1/5/2020 15:30,-60,44.2,,,
1/5/2020 15:35,-50,39.7,,,
1/5/2020 15:40,38.1,38.5,,,
1/5/2020 15:45,23.7,56.6,,,
1/5/2020 15:50,109,44.8,,,
1/5/2020 15:55,114,43.9,,,
1/5/2020 16:00,148,51.9,,,
1/5/2020 16:05,189,39.6,,,
1/5/2020 16:10,237,51.2,,,
1/5/2020 16:15,226,53.1,,,
1/5/2020 16:20,247,37.8,,,
1/5/2020 16:25,232,59.8,,,
1/5/2020 16:30,247,36.5,,,
1/5/2020 16:35,272,44.2,,,
1/5/2020 16:40,314,45.1,,,
1/5/2020 16:45,235,44.9,,,
1/5/2020 16:50,313,44,,,
1/5/2020 16:55,326,44.5,,,
1/5/2020 17:00,303,46.7,,,
1/5/2020 17:05,317,49.2,,,
1/5/2020 17:10,296,49.5,,,
1/5/2020 17:15,353,52.6,,,
1/5/2020 17:20,292,51.1,,,
1/5/2020 17:25,305,51.5,,,
1/5/2020 17:30,340,49.9,,,
1/5/2020 17:35,310,54.5,,,
1/5/2020 17:40,312,54.3,,,
1/5/2020 17:45,314,47.5,,,
1/5/2020 17:50,291,49.9,,,
1/5/2020 17:55,280,48.5,,,
1/5/2020 18:00,330,52.3,,,
1/5/2020 18:05,354,48.5,,,
1/5/2020 18:10,287,48.3,,,
1/5/2020 18:15,275,52.4,,,
1/5/2020 18:20,305,52,,,
1/5/2020 18:25,383,48.8,,,
1/5/2020 18:30,338,49.2,,,
1/5/2020 18:35,333,46.6,,,
1/5/2020 18:40,367,47.4,,,
1/5/2020 18:45,312,48.7,,,
1/5/2020 18:50,259,46.5,,,
1/5/2020 18:55,369,48.5,,,
1/5/2020 19:00,360,53.6,,,
1/5/2020 19:05,344,60.4,,,
1/5/2020 19:10,294,51.9,,,
1/5/2020 19:15,353,53.2,,,
1/5/2020 19:20,355,47.5,,,
1/5/2020 19:25,301,45.5,,,
1/5/2020 19:30,278,44.5,,,
1/5/2020 19:35,291,46.7,,,
1/5/2020 19:40,323,46.5,,,
1/5/2020 19:45,377,46.9,,,
1/5/2020 19:50,368,46.4,,,
1/5/2020 19:55,340,39.4,,,
1/5/2020 20:00,370,40.2,,,
1/5/2020 20:05,360,42.7,,,
1/5/2020 20:10,393,45,,,
1/5/2020 20:15,334,48.1,,,
1/5/2020 20:20,293,39.1,,,
1/5/2020 20:25,371,40.5,,,
1/5/2020 20:30,390,41.9,,,
1/5/2020 20:35,305,43.5,,,
1/5/2020 20:40,271,41.8,,,
1/5/2020 20:45,383,46.7,,,
1/5/2020 20:50,264,39.5,,,
1/5/2020 20:55,321,50.7,,,
1/5/2020 21:00,347,43.7,,,
1/5/2020 21:05,365,44.2,,,
1/5/2020 21:10,340,41.7,,,
1/5/2020 21:15,276,41.7,,,
1/5/2020 21:20,349,44.2,,,
1/5/2020 21:25,281,41.3,,,
1/5/2020 21:30,302,42.5,,,
1/5/2020 21:35,378,51.9,,,
1/5/2020 21:40,396,47.9,,,
1/5/2020 21:45,292,44,,,
1/5/2020 21:50,366,43.6,,,
1/5/2020 21:55,290,43.6,,,
1/5/2020 22:00,273,49.6,,,
1/5/2020 22:05,352,51.9,,,
1/5/2020 22:10,358,50.8,,,
1/5/2020 22:15,381,58.6,,,
1/5/2020 22:20,349,50.6,,,
1/5/2020 22:25,320,56,,,
1/5/2020 22:30,400,58.6,,,
1/5/2020 22:35,325,55.2,,,
1/5/2020 22:40,335,52.4,,,
1/5/2020 22:45,455,56.9,,,
1/5/2020 22:50,413,58.4,,,
1/5/2020 22:55,350,57.5,,,
1/5/2020 23:00,306,60,,,
1/5/2020 23:05,382,67.5,,,
1/5/2020 23:10,434,63,,,
1/5/2020 23:15,401,53.3,,,
1/5/2020 23:20,354,56.3,,,
1/5/2020 23:25,375,54.4,,,
1/5/2020 23:30,368,54.5,,,
1/5/2020 23:35,288,48.6,,,
1/5/2020 23:40,396,53.7,,,
1/5/2020 23:45,351,60,,,
1/5/2020 23:50,260,50.9,,,
1/5/2020 23:55,349,52.2,Minutes,P,Q
1/6/2020 0:00,370,51.2,0.00,370,51.2
1/6/2020 0:05,394,51.1,5.00,394,51.1
1/6/2020 0:10,390,47.9,10.00,390,47.9
1/6/2020 0:15,247,47.8,15.00,247,47.8
1/6/2020 0:20,264,49.8,20.00,264,49.8
1/6/2020 0:25,307,47.7,25.00,307,47.7
1/6/2020 0:30,276,48.2,30.00,276,48.2
1/6/2020 0:35,242,49.3,35.00,242,49.3
1/6/2020 0:40,449,60.9,40.00,449,60.9
1/6/2020 0:45,295,50.4,45.00,295,50.4
1/6/2020 0:50,448,60.6,50.00,448,60.6
1/6/2020 0:55,286,46.6,55.00,286,46.6
1/6/2020 1:00,397,46,60.00,397,46
1/6/2020 1:05,283,48,65.00,283,48
1/6/2020 1:10,263,45.8,70.00,263,45.8
1/6/2020 1:15,290,47.3,75.00,290,47.3
1/6/2020 1:20,472,58.7,80.00,472,58.7
1/6/2020 1:25,340,54.4,85.00,340,54.4
1/6/2020 1:30,367,56.1,90.00,367,56.1
1/6/2020 1:35,363,61.2,95.00,363,61.2
1/6/2020 1:40,328,51,100.00,328,51
1/6/2020 1:45,336,52,105.00,336,52
1/6/2020 1:50,335,56.6,110.00,335,56.6
1/6/2020 1:55,328,50,115.00,328,50
1/6/2020 2:00,377,52.4,120.00,377,52.4
1/6/2020 2:05,438,55.4,125.00,438,55.4
1/6/2020 2:10,333,52.2,130.00,333,52.2
1/6/2020 2:15,337,53.9,135.00,337,53.9
1/6/2020 2:20,267,46.5,140.00,267,46.5
1/6/2020 2:25,524,60.2,145.00,524,60.2
1/6/2020 2:30,314,52.4,150.00,314,52.4
1/6/2020 2:35,288,56.8,155.00,288,56.8
1/6/2020 2:40,313,57.8,160.00,313,57.8
1/6/2020 2:45,546,64.8,165.00,546,64.8
1/6/2020 2:50,325,60.2,170.00,325,60.2
1/6/2020 2:55,565,82.5,175.00,565,82.5
1/6/2020 3:00,509,76.8,180.00,509,76.8
1/6/2020 3:05,541,72.5,185.00,541,72.5
1/6/2020 3:10,330,82.4,190.00,330,82.4
1/6/2020 3:15,596,77.7,195.00,596,77.7
1/6/2020 3:20,542,78,200.00,542,78
1/6/2020 3:25,297,65.4,205.00,297,65.4
1/6/2020 3:30,334,67.2,210.00,334,67.2
1/6/2020 3:35,518,52.5,215.00,518,52.5
1/6/2020 3:40,387,47.7,220.00,387,47.7
1/6/2020 3:45,498,52.8,225.00,498,52.8
1/6/2020 3:50,397,50.2,230.00,397,50.2
1/6/2020 3:55,340,58,235.00,340,58
1/6/2020 4:00,456,54.3,240.00,456,54.3
1/6/2020 4:05,491,56.8,245.00,491,56.8
1/6/2020 4:10,469,59.5,250.00,469,59.5
1/6/2020 4:15,424,54.3,255.00,424,54.3
1/6/2020 4:20,459,54.6,260.00,459,54.6
1/6/2020 4:25,422,60.3,265.00,422,60.3
1/6/2020 4:30,528,58.6,270.00,528,58.6
1/6/2020 4:35,495,58.5,275.00,495,58.5
1/6/2020 4:40,418,55.4,280.00,418,55.4
1/6/2020 4:45,397,63.9,285.00,397,63.9
1/6/2020 4:50,447,53.9,290.00,447,53.9
1/6/2020 4:55,450,53.9,295.00,450,53.9
1/6/2020 5:00,415,50.2,300.00,415,50.2
1/6/2020 5:05,413,54.1,305.00,413,54.1
1/6/2020 5:10,476,56.4,310.00,476,56.4
1/6/2020 5:15,480,51.2,315.00,480,51.2
1/6/2020 5:20,485,51.1,320.00,485,51.1
1/6/2020 5:25,437,53.9,325.00,437,53.9
1/6/2020 5:30,377,50,330.00,377,50
1/6/2020 5:35,411,63.7,335.00,411,63.7
1/6/2020 5:40,384,53.7,340.00,384,53.7
1/6/2020 5:45,397,49.6,345.00,397,49.6
1/6/2020 5:50,465,50.2,350.00,465,50.2
1/6/2020 5:55,450,50,355.00,450,50
1/6/2020 6:00,467,52.5,360.00,467,52.5
1/6/2020 6:05,418,56.7,365.00,418,56.7
1/6/2020 6:10,460,59.8,370.00,460,59.8
1/6/2020 6:15,452,61.7,375.00,452,61.7
1/6/2020 6:20,458,53.5,380.00,458,53.5
1/6/2020 6:25,429,62.6,385.00,429,62.6
1/6/2020 6:30,421,54.3,390.00,421,54.3
1/6/2020 6:35,459,60.6,395.00,459,60.6
1/6/2020 6:40,346,56.3,400.00,346,56.3
1/6/2020 6:45,381,54.8,405.00,381,54.8
1/6/2020 6:50,456,52.7,410.00,456,52.7
1/6/2020 6:55,466,57.6,415.00,466,57.6
1/6/2020 7:00,480,62.6,420.00,480,62.6
1/6/2020 7:05,473,59.4,425.00,473,59.4
1/6/2020 7:10,448,69.6,430.00,448,69.6
1/6/2020 7:15,390,53.7,435.00,390,53.7
1/6/2020 7:20,412,52.4,440.00,412,52.4
1/6/2020 7:25,456,54,445.00,456,54
1/6/2020 7:30,393,55.1,450.00,393,55.1
1/6/2020 7:35,431,48.8,455.00,431,48.8
1/6/2020 7:40,392,41,460.00,392,41
1/6/2020 7:45,467,46.6,465.00,467,46.6
1/6/2020 7:50,403,42.6,470.00,403,42.6
1/6/2020 7:55,338,49.7,475.00,338,49.7
1/6/2020 8:00,337,45.3,480.00,337,45.3
1/6/2020 8:05,309,49.6,485.00,309,49.6
1/6/2020 8:10,390,34.8,490.00,390,34.8
1/6/2020 8:15,389,39.6,495.00,389,39.6
1/6/2020 8:20,320,37.6,500.00,320,37.6
1/6/2020 8:25,340,38.5,505.00,340,38.5
1/6/2020 8:30,349,42.1,510.00,349,42.1
1/6/2020 8:35,370,36.4,515.00,370,36.4
1/6/2020 8:40,347,43.1,520.00,347,43.1
1/6/2020 8:45,313,39,525.00,313,39
1/6/2020 8:50,148,40.5,530.00,148,40.5
1/6/2020 8:55,350,35.3,535.00,350,35.3
1/6/2020 9:00,7.26,55,,,
1/6/2020 9:05,-17,47.4,,,
1/6/2020 9:10,-25,50.9,,,
1/6/2020 9:15,-82,48,,,
1/6/2020 9:20,-66,51.4,,,
1/6/2020 9:25,-51,53.9,,,
1/6/2020 9:30,113,42.8,,,
1/6/2020 9:35,-142,53.5,,,
1/6/2020 9:40,120,44.4,,,
1/6/2020 9:45,237,52.8,,,
1/6/2020 9:50,-92,51.9,,,
1/6/2020 9:55,212,46.4,,,
1/6/2020 10:00,146,50,,,
1/6/2020 10:05,360,62.5,,,
1/6/2020 10:10,-41,53.8,,,
1/6/2020 10:15,-94,56.6,,,
1/6/2020 10:20,-35,51.2,,,
1/6/2020 10:25,-85,59.6,,,
1/6/2020 10:30,-45,55.6,,,
1/6/2020 10:35,-11,52.3,,,
1/6/2020 10:40,-53,59.8,,,
1/6/2020 10:45,-3.8,53.4,,,
1/6/2020 10:50,-12,51.3,,,
1/6/2020 10:55,-45,62.2,,,
1/6/2020 11:00,22.3,69.6,,,
1/6/2020 11:05,-8.3,59.4,,,
1/6/2020 11:10,-43,55.3,,,
1/6/2020 11:15,-13,50.9,,,
1/6/2020 11:20,-81,50.7,,,
1/6/2020 11:25,-1.6,57.4,,,
1/6/2020 11:30,21.7,56.3,,,
1/6/2020 11:35,-65,66.4,,,
1/6/2020 11:40,117,43,,,
1/6/2020 11:45,-3.7,59.4,,,
1/6/2020 11:50,-35,54.1,,,
1/6/2020 11:55,69.4,45.7,,,
1/6/2020 12:00,-30,51.3,,,
1/6/2020 12:05,-78,56.1,,,
1/6/2020 12:10,-3,63.2,,,
1/6/2020 12:15,12.6,62.7,,,
1/6/2020 12:20,-50,78.5,,,
1/6/2020 12:25,-107,64.6,,,
1/6/2020 12:30,-45,65.8,,,
1/6/2020 12:35,-100,62.1,,,
1/6/2020 12:40,-60,64,,,
1/6/2020 12:45,-51,57.5,,,
1/6/2020 12:50,-62,49.8,,,
1/6/2020 12:55,-91,60.2,,,
1/6/2020 13:00,-163,64.5,,,
1/6/2020 13:05,-74,70.8,,,
1/6/2020 13:10,-87,75.4,,,
1/6/2020 13:15,-176,64.7,,,
1/6/2020 13:20,-188,61.9,,,
1/6/2020 13:25,-139,64.9,,,
1/6/2020 13:30,-39,68.9,,,
1/6/2020 13:35,-118,64.7,,,
1/6/2020 13:40,-219,58.9,,,
1/6/2020 13:45,-149,60.3,,,
1/6/2020 13:50,-207,62.8,,,
1/6/2020 13:55,-148,61.7,,,
1/6/2020 14:00,-182,71.4,,,
1/6/2020 14:05,-154,79.1,,,
1/6/2020 14:10,-147,69.2,,,
1/6/2020 14:15,-144,67.4,,,
1/6/2020 14:20,-248,65.7,,,
1/6/2020 14:25,-162,63.7,,,
1/6/2020 14:30,-180,43.9,,,
1/6/2020 14:35,-214,60.4,,,
1/6/2020 14:40,-189,63.4,,,
1/6/2020 14:45,-204,69.1,,,
1/6/2020 14:50,-123,62.9,,,
1/6/2020 14:55,-91,65.4,,,
1/6/2020 15:00,-113,68.4,,,
1/6/2020 15:05,-169,57.1,,,
1/6/2020 15:10,-81,60.7,,,
1/6/2020 15:15,4.06,60,,,
1/6/2020 15:20,-87,60,,,
1/6/2020 15:25,-41,55.1,,,
1/6/2020 15:30,88.8,61.7,,,
1/6/2020 15:35,129,67.3,,,
1/6/2020 15:40,62.7,55.3,,,
1/6/2020 15:45,173,58.9,,,
1/6/2020 15:50,188,52.9,,,
1/6/2020 15:55,161,50.2,,,
1/6/2020 16:00,178,61.2,,,
1/6/2020 16:05,274,59.2,,,
1/6/2020 16:10,361,80.5,,,
1/6/2020 16:15,379,77.5,,,
1/6/2020 16:20,406,74.6,,,
1/6/2020 16:25,372,141,,,
1/6/2020 16:30,347,102,,,
1/6/2020 16:35,410,64.1,,,
1/6/2020 16:40,408,72.7,,,
1/6/2020 16:45,425,72.4,,,
1/6/2020 16:50,444,73.8,,,
1/6/2020 16:55,447,80.1,,,
1/6/2020 17:00,405,75,,,
1/6/2020 17:05,411,71,,,
1/6/2020 17:10,388,81,,,
1/6/2020 17:15,362,81.4,,,
1/6/2020 17:20,341,84.6,,,
1/6/2020 17:25,446,82.6,,,
1/6/2020 17:30,448,73.1,,,
1/6/2020 17:35,418,72.2,,,
1/6/2020 17:40,375,77.6,,,
1/6/2020 17:45,409,78.4,,,
1/6/2020 17:50,389,72.4,,,
1/6/2020 17:55,440,76.2,,,
1/6/2020 18:00,420,79.8,,,
1/6/2020 18:05,366,74.5,,,
1/6/2020 18:10,328,83.4,,,
1/6/2020 18:15,367,74.6,,,
1/6/2020 18:20,423,75.3,,,
1/6/2020 18:25,409,76.9,,,
1/6/2020 18:30,304,75.4,,,
1/6/2020 18:35,369,66.1,,,
1/6/2020 18:40,404,76.7,,,
1/6/2020 18:45,336,66.9,,,
1/6/2020 18:50,304,73.3,,,
1/6/2020 18:55,417,75.8,,,
1/6/2020 19:00,372,69.1,,,
1/6/2020 19:05,362,64.9,,,
1/6/2020 19:10,369,67.4,,,
1/6/2020 19:15,348,65.7,,,
1/6/2020 19:20,213,63.7,,,
1/6/2020 19:25,308,63.2,,,
1/6/2020 19:30,336,65.9,,,
1/6/2020 19:35,343,69.5,,,
1/6/2020 19:40,344,68.3,,,
1/6/2020 19:45,263,62.2,,,
1/6/2020 19:50,334,53.3,,,
1/6/2020 19:55,327,51.9,,,
1/6/2020 20:00,278,62,,,
1/6/2020 20:05,284,52.6,,,
1/6/2020 20:10,327,51.6,,,
1/6/2020 20:15,335,48.5,,,
1/6/2020 20:20,329,49.4,,,
1/6/2020 20:25,254,26.3,,,
1/6/2020 20:30,359,54.8,,,
1/6/2020 20:35,304,49.2,,,
1/6/2020 20:40,262,53,,,
1/6/2020 20:45,310,49.8,,,
1/6/2020 20:50,281,51.6,,,
1/6/2020 20:55,248,49.7,,,
1/6/2020 21:00,307,50.7,,,
1/6/2020 21:05,310,49.5,,,
1/6/2020 21:10,308,55.7,,,
1/6/2020 21:15,277,68.8,,,
1/6/2020 21:20,316,62.5,,,
1/6/2020 21:25,290,58.2,,,
